code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_en	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_en	main_category	main_category_en	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g
0016000444980	http://world-en.openfoodfacts.org/product/0016000444980/gluten-free-chex-granola-mix	teolemon	1432668766	2015-05-26T19:32:46Z	1439412490	2015-08-12T20:48:10Z	Gluten free chex granola mix					Chex	chex	Granola mix	en:granola-mix	Granola-mix					Gluten-free	en:gluten-free	Gluten-free								United States	en:united-states	United States																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Packaging to be completed,Quantity to be completed,Photos to be validated,Photos uploaded	en:granola-mix	Granola-mix	http://en.openfoodfacts.org/images/products/001/600/044/4980/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/600/044/4980/front.3.200.jpg																																																																																															
0016000449763	http://world-en.openfoodfacts.org/product/0016000449763/count-chocula-family-size-general-mills	tacite	1442798773	2015-09-21T01:26:13Z	1443254826	2015-09-26T08:07:06Z	Count Chocula (family size)	Chocolated cereal with spooky fun marshmallows	1lb 1.8oz	Card	card	General Mills	general-mills	Breakfast cereals	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals	Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals															United States	en:united-states	United States				Peanut,Wheat	en:gluten,en:peanuts	Gluten,Peanuts	27 g													d	Cereals and potatoes	Breakfast cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/001/600/044/9763/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/600/044/9763/front.3.200.jpg	1550	233	5.56	0															1.85	1.85																	0	0	85.2	33.3									3.7	3.7				1.22	0.481		0.000556	1.48e-05			0.0222	0.00139	0.00157	0.0185	0.00185	0.00037	5.56e-06							0.37	0.222	0.0167	0.0296	0.0139	0.000148															11	11
0016000455306	http://world-en.openfoodfacts.org/product/0016000455306	pierrekilly	1434020565	2015-06-11T11:02:45Z	1439141788	2015-08-09T17:36:28Z																									en:FR	en:france	France																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/600/045/5306/front.4.400.jpg	http://en.openfoodfacts.org/images/products/001/600/045/5306/front.4.200.jpg																																																																																															
0016000456037	http://world-en.openfoodfacts.org/product/0016000456037/chocolate-chip-muffin-quick-bread-mix-betty-crocker	tacinte	1421893422	2015-01-22T02:23:42Z	1438333249	2015-07-31T09:00:49Z	Chocolate Chip Muffin & Quick Bread Mix		14.75 OZ (418 g)	Box	box	Betty Crocker	betty-crocker	Mix	en:mix	Mix					Ⓤ	en:kosher,en:orthodox-union-kosher	Kosher,Orthodox Union Kosher								United States	en:united-states	United States	Enriched Flour Bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Chocolate Chips (sugar, chocolate liquor, cocoa _butter_, _soy_ lecithin, natural flavor), Corn Syrup, Partially Hydrogenated _Soybean_ and/or Cottonseed Oil. Contains 2% or less of: Modified Corn Starch, Leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), Corn Starch, Salt, Distilled Monoglycerides, Modified Whey, Color Added, Xanthan Gum, Cellulose Gum, Artificial Flavor.	wheat, butter, soy, Soybean					3 tbsp mix (35g)		7	 [ enriched-flour-bleached -> en:enriched-flour-bleached  ]  [ flour-bleached -> en:flour-bleached  ]  [ bleached -> en:bleached  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  ]  [ iron -> en:iron  ]  [ thiamin-mononitrate -> en:thiamin-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin -> en:e101  -> exists  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ sugar -> en:sugar  ]  [ chocolate-chips -> en:chocolate-chips  ]  [ chips -> en:chips  ]  [ sugar -> en:sugar  ]  [ chocolate-liquor -> en:chocolate-liquor  ]  [ liquor -> en:liquor  ]  [ cocoa-butter -> en:cocoa-butter  ]  [ butter -> en:butter  ]  [ soy-lecithin -> en:soy-lecithin  ]  [ lecithin -> en:e322  -> exists  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ partially-hydrogenated-soybean-and-or-cottonseed-oil-contains-2-or-less-of -> en:partially-hydrogenated-soybean-and-or-cottonseed-oil-contains-2-or-less-of  ]  [ hydrogenated-soybean-and-or-cottonseed-oil-contains-2-or-less-of -> en:hydrogenated-soybean-and-or-cottonseed-oil-contains-2-or-less-of  ]  [ soybean-and-or-cottonseed-oil-contains-2-or-less-of -> en:soybean-and-or-cottonseed-oil-contains-2-or-less-of  ]  [ and-or-cottonseed-oil-contains-2-or-less-of -> en:and-or-cottonseed-oil-contains-2-or-less-of  ]  [ or-cottonseed-oil-contains-2-or-less-of -> en:or-cottonseed-oil-contains-2-or-less-of  ]  [ cottonseed-oil-contains-2-or-less-of -> en:cottonseed-oil-contains-2-or-less-of  ]  [ oil-contains-2-or-less-of -> en:oil-contains-2-or-less-of  ]  [ contains-2-or-less-of -> en:contains-2-or-less-of  ]  [ 2-or-less-of -> en:2-or-less-of  ]  [ or-less-of -> en:or-less-of  ]  [ less-of -> en:less-of  ]  [ of -> en:of  ]  [ modified-corn-starch -> en:modified-corn-starch  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ leavening -> en:leavening  ]  [ baking-soda -> en:baking-soda  ]  [ soda -> en:soda  ]  [ monocalcium-phosphate -> en:e341i  -> exists  ]  [ sodium-aluminum-phosphate -> en:e541  -> exists  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ salt -> en:salt  ]  [ distilled-monoglycerides -> en:distilled-monoglycerides  ]  [ monoglycerides -> en:monoglycerides  ]  [ modified-whey -> en:modified-whey  ]  [ whey -> en:whey  ]  [ color-added -> en:color-added  ]  [ added -> en:added  ]  [ xanthan-gum -> en:e415  -> exists  ]  [ cellulose-gum -> en:e466  -> exists  ]  [ artificial-flavor -> en:artificial-flavor  ]  [ flavor -> en:flavor  ] 	en:e375,en:e101,en:e322,en:e341i,en:e541,en:e415,en:e466	E375 - Nicotinic acid,E101 - Riboflavin,E322 - Lecithins,E341i - Monocalcium phosphate,E541 - Sodium aluminium phosphate,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose	0			0				e	unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:mix	Mix	http://en.openfoodfacts.org/images/products/001/600/045/6037/front.5.400.jpg	http://en.openfoodfacts.org/images/products/001/600/045/6037/front.5.200.jpg	1670	300	8.57	4.29																																	0	0	77.1	45.7									2.86	5.71				1.31	0.514																	0.1		0.171		0.00103																		19	19
0016000456822	http://world-en.openfoodfacts.org/product/0016000456822	bdwyer	1437792490	2015-07-25T02:48:10Z	1439141784	2015-08-09T17:36:24Z								bars	en:sugary-snacks,en:bars	Sugary snacks,Bars															United States	en:united-states	United States							1 bar (33 g)													d	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded	en:sugary-snacks	Sugary snacks	http://en.openfoodfacts.org/images/products/001/600/045/6822/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/600/045/6822/front.3.200.jpg	1780	761	18.2	10.6																																	0	0	54.5	21.2									15.2	18.2				1.08	0.424																			0.0606		0.00218																		18	18
0016000458987	http://world-en.openfoodfacts.org/product/0016000458987/soft-baked-oatmeal-squares-cinnamon-brown-sugar-nature-valley	tacinte	1421072493	2015-01-12T14:21:33Z	1421079327	2015-01-12T16:15:27Z	Soft Baked Oatmeal Squares Cinnamon Brown Sugar		6 x 35 g (210 g)	wrap - plastic,carton - card	wrap-plastic,carton-card	Nature Valley	nature-valley	Cereal bars	en:sugary-snacks,en:bars,en:cereal-bars	Sugary snacks,Bars,Cereal bars															United States	en:united-states	United States	Ingredients: Whole Grain _Oats_, Whole _Wheat_ Flour, Brown Sugar, Canola Oil, Tapioca Syrup, Sugar, Vegetable Glycerin, Molasses Flavored Coating (sugar, palm kernel oil, reduced minerals whey, skim _milk_, molasses, maltodextrin, palm oil, _soy_ lecithin, natural flavor), Chicory Root Extract, _Egg_ Yolk, Raisin Juice Concentrate, Water, Baking Soda, Gum Arabic, _Egg_ White, Salt, Cinnamon, Natural Flavor.	Oats, Wheat, milk, soy, Egg, Egg					35 g		3	 [ ingredients -> en:ingredients  ]  [ whole-grain-oats -> en:whole-grain-oats  ]  [ grain-oats -> en:grain-oats  ]  [ oats -> en:oats  ]  [ whole-wheat-flour -> en:whole-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ brown-sugar -> en:brown-sugar  ]  [ sugar -> en:sugar  ]  [ canola-oil -> en:canola-oil  ]  [ oil -> en:oil  ]  [ tapioca-syrup -> en:tapioca-syrup  ]  [ syrup -> en:syrup  ]  [ sugar -> en:sugar  ]  [ vegetable-glycerin -> en:vegetable-glycerin  ]  [ glycerin -> en:e422  -> exists  ]  [ molasses-flavored-coating -> en:molasses-flavored-coating  ]  [ flavored-coating -> en:flavored-coating  ]  [ coating -> en:coating  ]  [ sugar -> en:sugar  ]  [ palm-kernel-oil -> en:palm-kernel-oil  ]  [ kernel-oil -> en:kernel-oil  ]  [ oil -> en:oil  ]  [ reduced-minerals-whey -> en:reduced-minerals-whey  ]  [ minerals-whey -> en:minerals-whey  ]  [ whey -> en:whey  ]  [ skim-milk -> en:skim-milk  ]  [ milk -> en:milk  ]  [ molasses -> en:molasses  ]  [ maltodextrin -> en:maltodextrin  ]  [ palm-oil -> en:palm-oil  ]  [ oil -> en:oil  ]  [ soy-lecithin -> en:soy-lecithin  ]  [ lecithin -> en:e322  -> exists  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ chicory-root-extract -> en:chicory-root-extract  ]  [ root-extract -> en:root-extract  ]  [ extract -> en:extract  ]  [ egg-yolk -> en:egg-yolk  ]  [ yolk -> en:yolk  ]  [ raisin-juice-concentrate -> en:raisin-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water -> en:water  ]  [ baking-soda -> en:baking-soda  ]  [ soda -> en:soda  ]  [ gum-arabic -> en:e414  -> exists  ]  [ egg-white -> en:egg-white  ]  [ white -> en:white  ]  [ salt -> en:salt  ]  [ cinnamon -> en:cinnamon  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ] 	en:e422,en:e322,en:e414	E422 - Glycerol,E322 - Lecithins,E414 - Acacia gum	0			0				d	unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks	http://en.openfoodfacts.org/images/products/001/600/045/8987/front.9.400.jpg	http://en.openfoodfacts.org/images/products/001/600/045/8987/front.9.200.jpg	1790		14.3	2.86																																	0		65.7	25.7									5.71	5.71				0.943	0.371																					0.00206																		11	11
0016000476820	http://world-en.openfoodfacts.org/product/0016000476820/peanut-butter-dark-chocolate-nature-valley	upcbot	1380388339	2013-09-28T17:12:19Z	1439141735	2015-08-09T17:35:35Z	Peanut butter dark chocolate		24			Nature valley	nature-valley																		United States	en:united-states	United States																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Photos to be uploaded																																																																																																			
0016000481541	http://world-en.openfoodfacts.org/product/0016000481541/chocolate-toast-cruch	date-limite-app	1442074385	2015-09-12T16:13:05Z	1442074387	2015-09-12T16:13:07Z	Chocolate toast cruch			carton	carton																				en:US	en:united-states	United States																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Quantity to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/600/048/1541/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/600/048/1541/front.3.200.jpg																																																																																															
0016000482883	http://world-en.openfoodfacts.org/product/0016000482883	anonymousgeek	1403448924	2014-06-22T14:55:24Z	1439141736	2015-08-09T17:35:36Z						Nature Valley	nature-valley																		United States	en:united-states	United States																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/600/048/2883/front.6.400.jpg	http://en.openfoodfacts.org/images/products/001/600/048/2883/front.6.200.jpg																																																																																															
0016000483637	http://world-en.openfoodfacts.org/product/0016000483637/lucky-charms-general-mills		1426742050	2015-03-19T05:14:10Z	1426742111	2015-03-19T05:15:11Z	lucky charms 		1			general mills	general-mills																		en:US	en:united-states	United States																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/600/048/3637/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/600/048/3637/front.3.200.jpg																																																																																															
0016000483668	http://world-en.openfoodfacts.org/product/0016000483668/honey-nut-cheerios-general-mills	bdwyer	1438527309	2015-08-02T14:55:09Z	1438535855	2015-08-02T17:17:35Z	Honey Nut Cheerios		1 LB 5.6 OZ (21.6 OZ) (612g)	box	box	General Mills	general-mills	breakfast cereals	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals	Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals					Gluten-free	en:gluten-free	Gluten-free								United States	en:united-states	United States	Whole Grain Oats, Sugar, Oat Bran, Corn Starch, Honey, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Rice Bran Oil and/or Canola Oil, Natural _Almond_ Flavor. Vitamin E (mixed tocopherols) added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.	Almond					3/4 cup (28g)		4	 [ whole-grain-oats -> en:whole-grain-oats  ]  [ grain-oats -> en:grain-oats  ]  [ oats -> en:oats  ]  [ sugar -> en:sugar  ]  [ oat-bran -> en:oat-bran  ]  [ bran -> en:bran  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ honey -> en:honey  ]  [ brown-sugar-syrup -> en:brown-sugar-syrup  ]  [ sugar-syrup -> en:sugar-syrup  ]  [ syrup -> en:syrup  ]  [ salt -> en:salt  ]  [ tripotassium-phosphate -> en:e340iii  -> exists  ]  [ rice-bran-oil-and-or-canola-oil -> en:rice-bran-oil-and-or-canola-oil  ]  [ bran-oil-and-or-canola-oil -> en:bran-oil-and-or-canola-oil  ]  [ oil-and-or-canola-oil -> en:oil-and-or-canola-oil  ]  [ and-or-canola-oil -> en:and-or-canola-oil  ]  [ or-canola-oil -> en:or-canola-oil  ]  [ canola-oil -> en:canola-oil  ]  [ oil -> en:oil  ]  [ natural-almond-flavor-vitamin-e -> en:natural-almond-flavor-vitamin-e  ]  [ almond-flavor-vitamin-e -> en:almond-flavor-vitamin-e  ]  [ flavor-vitamin-e -> en:flavor-vitamin-e  ]  [ vitamin-e -> en:vitamin-e  ]  [ e -> en:e  ]  [ mixed-tocopherols -> en:mixed-tocopherols  ]  [ tocopherols -> en:e307a  -> exists  ]  [ added-to-preserve-freshness-vitamins-and-minerals -> en:added-to-preserve-freshness-vitamins-and-minerals  ]  [ to-preserve-freshness-vitamins-and-minerals -> en:to-preserve-freshness-vitamins-and-minerals  ]  [ preserve-freshness-vitamins-and-minerals -> en:preserve-freshness-vitamins-and-minerals  ]  [ freshness-vitamins-and-minerals -> en:freshness-vitamins-and-minerals  ]  [ vitamins-and-minerals -> en:vitamins-and-minerals  ]  [ and-minerals -> en:and-minerals  ]  [ minerals -> en:minerals  ]  [ calcium-carbonate -> en:e170  -> exists  ]  [ zinc-and-iron -> en:zinc-and-iron  ]  [ and-iron -> en:and-iron  ]  [ iron -> en:iron  ]  [ mineral-nutrients -> en:mineral-nutrients  ]  [ nutrients -> en:nutrients  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ sodium-ascorbic -> en:sodium-ascorbic  ]  [ ascorbic -> en:ascorbic  ]  [ a-b-vitamin -> en:a-b-vitamin  ]  [ b-vitamin -> en:b-vitamin  ]  [ vitamin -> en:vitamin  ]  [ niacinamide -> en:niacinamide  ]  [ vitamin-b6 -> en:vitamin-b6  ]  [ b6 -> en:b6  ]  [ pyridoxine-hydrochloride -> en:pyridoxine-hydrochloride  ]  [ hydrochloride -> en:hydrochloride  ]  [ vitamin-b2 -> en:e101  -> exists  ]  [ riboflavin -> en:e101  ]  [ vitamin-b1 -> en:vitamin-b1  ]  [ b1 -> en:b1  ]  [ thiamin-mononitrate -> en:thiamin-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ vitamin-a -> en:vitamin-a  ]  [ a -> en:a  ]  [ palmitate -> en:palmitate  ]  [ a-b-vitamin -> en:a-b-vitamin  ]  [ b-vitamin -> en:b-vitamin  ]  [ vitamin -> en:vitamin  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ vitamin-b12 -> en:vitamin-b12  ]  [ b12 -> en:b12  ]  [ vitamin-d3 -> en:vitamin-d3  ]  [ d3 -> en:d3  ] 	en:e340iii,en:e307a,en:e170,en:e101	E340iii - Tripotassium phosphate,E307a - Tocopherol,E170 - Calcium carbonate,E101 - Riboflavin	0			0				d	Cereals and potatoes	Breakfast cereals	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/001/600/048/3668/front.6.400.jpg	http://en.openfoodfacts.org/images/products/001/600/048/3668/front.6.200.jpg	1640	225	5.36	0															1.79	1.79																	0	0	78.6	32.1									7.14	7.14				1.45	0.571		0.000536	1.43e-05			0.0214	0.00134	0.00152	0.0179	0.00179	0.000714	5.36e-06					0.411		0.357	0.286	0.0161	0.0857	0.0134																12	12
